Gene,Gene Length BP
ENSG00000160948.14,666
ENSG00000160949.17,4137
ENSG00000187954.12,1089
ENSG00000167702.12,2517
ENSG00000160973.8,1098
ENSG00000160972.9,1587
ENSG00000167701.14,1491
ENSG00000167700.9,1239
ENSG00000160957.14,3627
ENSG00000160959.8,1482
ENSG00000254402.7,1542
ENSG00000213563.7,651
ENSG00000147799.11,3252
ENSG00000198169.9,2016
ENSG00000196378.12,1683
ENSG00000161016.17,774
ENSG00000197363.9,1479
ENSG00000147789.15,2061
ENSG00000170619.10,675
ENSG00000196150.13,1683
ENSG00000170631.15,2049
ENSG00000182307.14,690
ENSG00000277117.5,909
ENSG00000275464.5,2760
ENSG00000274559.3,381
ENSG00000275993.3,2352
ENSG00000274276.4,1656
ENSG00000275895.7,723
ENSG00000276076.4,522
ENSG00000273590.4,177
ENSG00000278961.2,420
ENSG00000276289.4,399
ENSG00000274391.4,1656
ENSG00000166351.10,1755
ENSG00000188992.11,1446
ENSG00000185272.14,846
ENSG00000155304.6,1416
ENSG00000155307.19,1122
ENSG00000180530.11,3477
ENSG00000155313.15,3168
ENSG00000154639.19,1098
ENSG00000154640.15,759
ENSG00000154642.11,894
ENSG00000154645.14,822
ENSG00000154646.9,3060
ENSG00000154654.15,2514
ENSG00000154719.14,1017
ENSG00000154721.15,897
ENSG00000154723.12,327
ENSG00000154727.10,1365
ENSG00000142192.21,2313
ENSG00000166265.13,468
ENSG00000154734.15,2904
ENSG00000154736.6,2793
ENSG00000156239.12,645
ENSG00000198862.14,5439
ENSG00000156253.7,960
ENSG00000156256.15,2472
ENSG00000156261.13,1647
ENSG00000156265.16,429
ENSG00000156273.16,2211
ENSG00000171189.17,2718
ENSG00000156282.5,675
ENSG00000156284.6,678
ENSG00000188694.6,765
ENSG00000232263.1,309
ENSG00000197683.5,633
ENSG00000206107.2,624
ENSG00000186980.6,198
ENSG00000182816.9,528
ENSG00000198390.5,519
ENSG00000240432.3,519
ENSG00000186971.3,483
ENSG00000186970.4,414
ENSG00000184351.8,273
ENSG00000186965.5,159
ENSG00000244025.5,246
ENSG00000186967.7,255
ENSG00000186977.3,219
ENSG00000186925.6,177
ENSG00000244362.3,192
ENSG00000206106.2,138
ENSG00000212938.3,333
ENSG00000186930.4,189
ENSG00000186924.3,147
ENSG00000184724.5,216
ENSG00000244624.3,171
ENSG00000206105.2,135
ENSG00000184032.3,198
ENSG00000206104.2,135
ENSG00000231068.1,177
ENSG00000187026.3,252
ENSG00000187005.5,240
ENSG00000183640.6,192
ENSG00000274749.1,264
ENSG00000182591.6,492
ENSG00000206102.2,192
ENSG00000156299.13,4776
ENSG00000142168.15,465
ENSG00000156304.15,3444
ENSG00000142149.9,2145
ENSG00000159055.4,702
ENSG00000170262.12,519
ENSG00000142207.7,6816
ENSG00000166979.13,1326
ENSG00000242220.9,648
ENSG00000159079.19,873
ENSG00000159082.18,4839
ENSG00000159086.15,2754
ENSG00000205929.11,660
ENSG00000205927.5,972
ENSG00000184221.13,816
ENSG00000159110.20,1548
ENSG00000243646.10,978
ENSG00000142166.13,1674
ENSG00000159128.14,1014
ENSG00000142188.17,477
ENSG00000177692.11,1167
ENSG00000159131.17,3033
ENSG00000159140.21,7281
ENSG00000159147.18,1701
ENSG00000205726.15,5166
ENSG00000241837.7,642
ENSG00000198743.7,2157
ENSG00000243927.6,378
ENSG00000159197.3,372
ENSG00000205670.12,177
ENSG00000222018.2,756
ENSG00000243627.5,420
ENSG00000180509.12,390
ENSG00000159200.18,594
ENSG00000159212.12,2061
ENSG00000159216.18,1443
ENSG00000185917.13,1323
ENSG00000159228.13,834
ENSG00000159231.6,834
ENSG00000142197.12,6897
ENSG00000159259.8,1680
ENSG00000159261.12,720
ENSG00000159263.16,2004
ENSG00000159267.14,2181
ENSG00000183145.9,573
ENSG00000185808.13,405
ENSG00000182670.13,6078
ENSG00000157538.14,894
ENSG00000157540.21,2265
ENSG00000157542.11,1272
ENSG00000157551.19,1128
ENSG00000157554.19,1440
ENSG00000157557.13,1410
ENSG00000183527.12,867
ENSG00000185658.13,6963
ENSG00000205581.11,303
ENSG00000182093.16,525
ENSG00000285815.1,822
ENSG00000157578.13,2013
ENSG00000185437.13,720
ENSG00000183778.17,933
ENSG00000183067.5,1224
ENSG00000183036.11,189
ENSG00000171587.15,6039
ENSG00000182240.16,1557
ENSG00000183844.17,708
ENSG00000183486.13,2148
ENSG00000157601.14,1989
ENSG00000184012.12,1479
ENSG00000183421.12,2355
ENSG00000141956.13,4524
ENSG00000157617.17,2091
ENSG00000173276.14,3201
ENSG00000177398.18,4341
ENSG00000160179.18,2001
ENSG00000160180.15,285
ENSG00000160181.9,390
ENSG00000160182.3,255
ENSG00000160183.16,1365
ENSG00000160185.15,1872
ENSG00000160188.10,930
ENSG00000160190.14,1602
ENSG00000160191.18,1782
ENSG00000160193.12,1239
ENSG00000160194.18,327
ENSG00000160199.15,1311
ENSG00000160200.18,1656
ENSG00000160201.11,723
ENSG00000160202.7,522
ENSG00000142178.9,2352
ENSG00000160207.9,1005
ENSG00000234289.6,381
ENSG00000160208.13,2277
ENSG00000160209.19,939
ENSG00000160213.8,297
ENSG00000160214.13,1386
ENSG00000288593.1,123
ENSG00000160216.21,1131
ENSG00000160218.13,3780
ENSG00000241945.8,2760
ENSG00000160221.18,807
ENSG00000160223.17,909
ENSG00000142182.9,1164
ENSG00000160224.17,1638
ENSG00000141959.17,2343
ENSG00000160226.16,771
ENSG00000142185.16,4512
ENSG00000160233.8,774
ENSG00000175894.18,2010
ENSG00000215455.4,849
ENSG00000205445.3,768
ENSG00000212935.2,666
ENSG00000215454.6,1206
ENSG00000241123.1,816
ENSG00000188155.11,1098
ENSG00000272804.3,1113
ENSG00000187766.1,780
ENSG00000221837.6,879
ENSG00000221859.2,756
ENSG00000243489.4,897
ENSG00000212933.1,339
ENSG00000205439.10,291
ENSG00000221864.4,441
ENSG00000187175.5,291
ENSG00000189169.7,738
ENSG00000184787.19,498
ENSG00000184900.16,312
ENSG00000183255.12,543
ENSG00000160255.18,2310
ENSG00000160256.13,648
ENSG00000197381.16,2106
ENSG00000186866.16,1290
ENSG00000182871.16,4560
ENSG00000173638.19,1776
ENSG00000183570.16,1116
ENSG00000142156.15,3087
ENSG00000142173.16,3060
ENSG00000160282.14,1626
ENSG00000160284.15,1023
ENSG00000160285.15,2199
ENSG00000160294.11,5943
ENSG00000182362.14,504
ENSG00000160298.18,969
ENSG00000160299.17,10011
ENSG00000286224.1,204
ENSG00000160305.18,4716
ENSG00000160307.10,279
ENSG00000160310.18,1302
ENSG00000112679.14,555
ENSG00000137265.15,1356
ENSG00000112685.14,2775
ENSG00000188996.4,837
ENSG00000164379.7,1212
ENSG00000137273.6,1335
ENSG00000054598.9,1662
ENSG00000112699.11,1119
ENSG00000145949.11,1167
ENSG00000124535.16,1998
ENSG00000021355.13,1140
ENSG00000170542.6,1131
ENSG00000124570.21,1131
ENSG00000124588.20,696
ENSG00000137275.14,2016
ENSG00000137274.13,876
ENSG00000137267.6,1338
ENSG00000137285.10,1338
ENSG00000180822.12,372
ENSG00000137266.14,2061
ENSG00000168994.14,696
ENSG00000145945.7,978
ENSG00000112739.17,3024
ENSG00000145975.15,1527
ENSG00000185689.16,423
ENSG00000198721.12,1095
ENSG00000153046.18,1635
ENSG00000124787.14,1092
ENSG00000214113.10,276
ENSG00000145982.13,1356
ENSG00000124785.9,429
ENSG00000124491.16,2199
ENSG00000112799.9,489
ENSG00000124782.20,5229
ENSG00000124783.14,861
ENSG00000164304.16,1926
ENSG00000124784.9,1707
ENSG00000096696.14,8616
ENSG00000168566.13,1020
ENSG00000153162.9,1542
ENSG00000239264.9,1299
ENSG00000188428.20,564
ENSG00000265818.1,456
ENSG00000124802.12,525
ENSG00000124786.11,1206
ENSG00000137203.14,1296
ENSG00000111846.18,1209
ENSG00000137434.11,459
ENSG00000111845.5,1179
ENSG00000111843.14,339
ENSG00000272162.1,129
ENSG00000137210.14,345
ENSG00000111837.11,1872
ENSG00000124827.7,1521
ENSG00000153157.13,2439
ENSG00000197977.4,891
ENSG00000224531.6,276
ENSG00000244476.3,1617
ENSG00000111859.17,2505
ENSG00000205269.6,399
ENSG00000111863.12,693
ENSG00000095951.17,8157
ENSG00000078401.7,639
ENSG00000112137.17,1743
ENSG00000145979.18,882
ENSG00000145990.11,1173
ENSG00000124523.16,933
ENSG00000225921.7,774
ENSG00000010017.13,2190
ENSG00000050393.11,1080
ENSG00000180537.13,744
ENSG00000112149.10,618
ENSG00000008083.14,3741
ENSG00000047579.20,1056
ENSG00000007944.15,1338
ENSG00000137198.10,1038
ENSG00000124788.18,2448
ENSG00000230873.9,831
ENSG00000112183.15,711
ENSG00000112186.12,1434
ENSG00000137414.6,1242
ENSG00000124789.12,4428
ENSG00000137177.20,5418
ENSG00000187566.6,1188
ENSG00000137364.5,738
ENSG00000165097.16,2472
ENSG00000124795.17,1128
ENSG00000137393.10,912
ENSG00000172201.12,486
ENSG00000172197.11,1488
ENSG00000112242.15,1398
ENSG00000145996.11,1740
ENSG00000124766.7,1425
ENSG00000172179.12,684
ENSG00000112273.7,756
ENSG00000152954.12,588
ENSG00000146038.12,1431
ENSG00000146049.2,255
ENSG00000124532.14,1332
ENSG00000112293.15,2523
ENSG00000112294.13,1647
ENSG00000137261.14,3219
ENSG00000111802.14,1089
ENSG00000112304.11,423
ENSG00000112308.13,690
ENSG00000112312.10,630
ENSG00000111913.20,3207
ENSG00000079691.18,4116
ENSG00000079689.14,831
ENSG00000164508.5,396
ENSG00000146047.7,384
ENSG00000146039.11,1494
ENSG00000124568.12,1404
ENSG00000124564.17,1497
ENSG00000112337.10,1437
ENSG00000112343.11,1398
ENSG00000124610.5,648
ENSG00000275714.2,411
ENSG00000278637.2,312
ENSG00000278705.1,312
ENSG00000286522.2,411
ENSG00000278463.2,393
ENSG00000276410.4,381
ENSG00000287080.2,411
ENSG00000187837.4,642
ENSG00000010704.18,1047
ENSG00000197061.5,312
ENSG00000187475.6,624
ENSG00000180596.7,381
ENSG00000180573.9,393
ENSG00000168298.7,660
ENSG00000158373.8,381
ENSG00000274290.3,381
ENSG00000277157.2,312
ENSG00000282988.2,510
ENSG00000197409.8,411
ENSG00000196866.3,393
ENSG00000277224.2,381
ENSG00000276966.2,312
ENSG00000273802.2,381
ENSG00000277075.2,393
ENSG00000274750.2,411
ENSG00000124575.7,666
ENSG00000274618.2,312
ENSG00000275663.2,297
ENSG00000277775.2,411
ENSG00000275713.2,381
ENSG00000273983.1,411
ENSG00000278588.2,381
ENSG00000158406.4,312
ENSG00000186470.14,1005
ENSG00000124508.17,1572
ENSG00000026950.17,1542
ENSG00000111801.16,1755
ENSG00000112763.17,1584
ENSG00000124557.12,1581
ENSG00000182952.5,273
ENSG00000146109.5,819
ENSG00000181315.11,1209
ENSG00000124635.9,381
ENSG00000196787.3,393
ENSG00000276180.1,312
ENSG00000197903.8,381
ENSG00000274997.2,387
ENSG00000112812.16,1545
ENSG00000158553.4,3108
ENSG00000124613.8,1077
ENSG00000096654.15,2256
ENSG00000185130.5,381
ENSG00000196747.4,393
ENSG00000278828.1,411
ENSG00000276368.2,387
ENSG00000273703.2,381
ENSG00000197238.5,312
ENSG00000273542.2,312
ENSG00000233822.4,381
ENSG00000275221.2,393
ENSG00000276903.2,393
ENSG00000184357.5,681
ENSG00000275379.2,411
ENSG00000275126.2,312
ENSG00000197153.5,411
ENSG00000278677.2,393
ENSG00000274641.2,381
ENSG00000168131.4,1074
ENSG00000124657.1,942
ENSG00000197279.4,1458
ENSG00000196812.5,1047
ENSG00000198315.11,1737
ENSG00000137185.12,1185
ENSG00000187626.9,1638
ENSG00000189134.4,1209
ENSG00000276302.1,255
ENSG00000197062.11,1437
ENSG00000137338.5,2430
ENSG00000235109.7,1221
ENSG00000189298.14,1617
ENSG00000158691.14,1815
ENSG00000187987.9,1170
ENSG00000198704.9,666
ENSG00000224586.7,666
ENSG00000232040.4,3978
ENSG00000204713.11,1542
ENSG00000197935.6,2001
ENSG00000204704.2,963
ENSG00000204703.5,942
ENSG00000204702.5,939
ENSG00000204701.2,936
ENSG00000204700.5,939
ENSG00000204695.4,966
ENSG00000243729.4,966
ENSG00000112462.8,951
ENSG00000280236.3,924
ENSG00000204694.11,948
ENSG00000206474.8,939
ENSG00000204688.9,951
ENSG00000204687.4,1137
ENSG00000237988.5,948
ENSG00000213886.4,498
ENSG00000204657.4,939
ENSG00000204681.11,2886
ENSG00000204655.12,759
ENSG00000204644.9,1611
ENSG00000204642.14,1329
ENSG00000204632.11,1017
ENSG00000206503.13,1098
ENSG00000066379.15,381
ENSG00000204619.8,381
ENSG00000204618.8,1263
ENSG00000204616.11,1278
ENSG00000204614.9,690
ENSG00000204613.11,1446
ENSG00000204610.13,1398
ENSG00000234127.9,1620
ENSG00000204599.14,1467
ENSG00000248167.7,1512
ENSG00000241370.5,465
ENSG00000204592.9,1077
ENSG00000204590.12,1824
ENSG00000204576.12,567
ENSG00000204574.13,2538
ENSG00000204569.10,2823
ENSG00000204568.12,777
ENSG00000137343.18,1002
ENSG00000204564.12,948
ENSG00000204560.10,3126
ENSG00000146112.12,1842
ENSG00000137404.14,789
ENSG00000137337.15,6270
ENSG00000196230.13,1335
ENSG00000137312.15,1284
ENSG00000137331.12,471
ENSG00000204580.13,2631
ENSG00000213780.11,1389
ENSG00000137411.18,3192
ENSG00000196260.5,237
ENSG00000204544.5,1701
ENSG00000261272.1,5322
ENSG00000204542.3,978
ENSG00000204540.11,459
ENSG00000204539.4,1590
ENSG00000204538.4,411
ENSG00000204536.14,2349
ENSG00000137310.12,1038
ENSG00000204531.19,1083
ENSG00000204525.16,1101
ENSG00000234745.11,1089
ENSG00000204520.14,999
ENSG00000204516.10,1152
ENSG00000204511.3,360
ENSG00000198563.14,1287
ENSG00000254870.5,300
ENSG00000213760.10,357
ENSG00000204498.11,1146
ENSG00000226979.8,618
ENSG00000232810.4,702
ENSG00000227507.3,735
ENSG00000204482.11,294
ENSG00000204475.10,606
ENSG00000204472.13,444
ENSG00000204469.13,6474
ENSG00000204463.12,3381
ENSG00000204444.11,567
ENSG00000204439.4,885
ENSG00000204438.11,1071
ENSG00000204435.14,648
ENSG00000263020.6,687
ENSG00000240053.8,606
ENSG00000204428.12,453
ENSG00000204427.12,1677
ENSG00000204422.7,192
ENSG00000204424.10,894
ENSG00000250641.1,1149
ENSG00000255552.7,378
ENSG00000244355.7,402
ENSG00000204421.3,378
ENSG00000204420.10,726
ENSG00000213722.9,858
ENSG00000213719.8,726
ENSG00000204410.16,2505
ENSG00000255152.8,2556
ENSG00000228727.9,537
ENSG00000204394.13,3795
ENSG00000204392.11,288
ENSG00000204390.10,1926
ENSG00000204389.10,1926
ENSG00000204388.7,1926
ENSG00000204386.11,1248
ENSG00000204385.12,2133
ENSG00000204371.11,3633
ENSG00000204366.4,1380
ENSG00000244255.5,3801
ENSG00000166278.15,2259
ENSG00000243649.9,2295
ENSG00000204356.14,1143
ENSG00000204351.12,3741
ENSG00000204348.10,1191
ENSG00000204344.14,1107
ENSG00000244731.8,5235
ENSG00000224389.9,5235
ENSG00000231852.9,1488
ENSG00000168477.19,13476
ENSG00000213676.13,2112
ENSG00000204315.4,1050
ENSG00000204314.12,921
ENSG00000221988.13,927
ENSG00000258388.7,906
ENSG00000241404.7,882
ENSG00000204310.13,852
ENSG00000204308.8,543
ENSG00000204305.14,1215
ENSG00000204304.12,1293
ENSG00000213654.10,483
ENSG00000204301.6,6012
ENSG00000204296.11,1692
ENSG00000204287.14,765
ENSG00000198502.6,801
ENSG00000196126.11,801
ENSG00000196735.13,768
ENSG00000179344.16,786
ENSG00000237541.4,768
ENSG00000232629.9,684
ENSG00000241106.8,822
ENSG00000204267.16,1962
ENSG00000204264.12,831
ENSG00000168394.11,2427
ENSG00000240065.8,660
ENSG00000242574.9,792
ENSG00000204257.15,786
ENSG00000204256.13,2406
ENSG00000204252.14,753
ENSG00000231389.7,783
ENSG00000223865.11,777
ENSG00000204231.10,1602
ENSG00000112473.18,1410
ENSG00000204228.4,786
ENSG00000204227.5,1221
ENSG00000223501.9,2172
ENSG00000231500.7,459
ENSG00000235863.4,1137
ENSG00000227057.10,1833
ENSG00000204220.11,390
ENSG00000237441.10,2334
ENSG00000231925.12,1515
ENSG00000236104.3,1905
ENSG00000204209.13,2223
ENSG00000285064.2,240
ENSG00000237649.8,2022
ENSG00000112511.17,1704
ENSG00000112514.17,471
ENSG00000197283.17,4032
ENSG00000213588.6,1422
ENSG00000030110.13,636
ENSG00000096433.11,8016
ENSG00000137288.10,381
ENSG00000161896.12,1233
ENSG00000161904.12,1512
ENSG00000096395.11,348
ENSG00000124493.14,2739
ENSG00000137309.20,324
ENSG00000186577.14,309
ENSG00000272325.2,519
ENSG00000270800.3,876
ENSG00000124614.16,498
ENSG00000124507.11,1335
ENSG00000124664.11,1008
ENSG00000196821.10,897
ENSG00000124562.10,480
ENSG00000065060.17,4323
ENSG00000064995.18,636
ENSG00000064999.15,3405
ENSG00000124678.20,1326
ENSG00000146197.9,2982
ENSG00000065029.15,1713
ENSG00000023892.11,1896
ENSG00000112033.14,1326
ENSG00000112039.5,1611
ENSG00000198755.11,654
ENSG00000007866.21,1308
ENSG00000112041.13,1629
ENSG00000096060.14,1374
ENSG00000157343.8,1104
ENSG00000196748.10,303
ENSG00000204140.10,366
ENSG00000137392.10,339
ENSG00000197753.11,660
ENSG00000096063.16,1968
ENSG00000112053.14,2913
ENSG00000112062.10,1083
ENSG00000156711.17,1098
ENSG00000096070.19,3618
ENSG00000189325.7,1959
ENSG00000010030.14,1026
ENSG00000179165.11,405
ENSG00000112078.14,1260
ENSG00000112079.9,1398
ENSG00000112081.17,495
ENSG00000124762.14,495
ENSG00000255587.9,3066
ENSG00000124772.12,1782
ENSG00000137168.8,501
ENSG00000198663.16,1065
ENSG00000164530.15,1392
ENSG00000137409.19,1119
ENSG00000146192.15,1968
ENSG00000137193.14,942
ENSG00000172738.12,690
ENSG00000286105.1,513
ENSG00000065491.8,1518
ENSG00000112130.17,1458
ENSG00000137200.13,2508
ENSG00000198937.9,294
ENSG00000112139.16,2868
ENSG00000156639.12,684
ENSG00000183826.18,1839
ENSG00000124767.7,555
ENSG00000112164.6,1392
ENSG00000112167.10,552
ENSG00000164626.9,1500
ENSG00000124780.14,999
ENSG00000095981.10,885
ENSG00000164627.18,2445
ENSG00000146122.17,3204
ENSG00000124615.20,1911
ENSG00000156564.9,2370
ENSG00000124602.10,1557
ENSG00000112212.12,513
ENSG00000124701.5,675
ENSG00000124596.17,459
ENSG00000001167.14,1044
ENSG00000161911.11,936
ENSG00000095970.17,693
ENSG00000112195.9,966
ENSG00000188056.12,603
ENSG00000124731.13,705
ENSG00000096264.14,831
ENSG00000137166.15,2004
ENSG00000112561.18,1431
ENSG00000096088.16,1167
ENSG00000137218.10,1479
ENSG00000278224.7,1155
ENSG00000124593.16,1155
ENSG00000214736.7,225
ENSG00000124641.16,639
ENSG00000112578.10,1314
ENSG00000112576.13,879
ENSG00000137413.16,933
ENSG00000188112.9,3567
ENSG00000214732.3,384
ENSG00000048545.14,606
ENSG00000112599.9,603
ENSG00000048544.6,606
ENSG00000124496.12,3603
ENSG00000024048.10,5268
ENSG00000112619.8,1041
ENSG00000124659.7,1041
ENSG00000112624.12,3240
ENSG00000146223.16,768
ENSG00000221821.4,306
ENSG00000171611.10,846
ENSG00000137161.17,837
ENSG00000124713.6,888
ENSG00000124587.14,2943
ENSG00000112640.15,1809
ENSG00000124733.5,519
ENSG00000124702.18,1149
ENSG00000124541.7,780
ENSG00000044090.10,5097
ENSG00000112651.12,918
ENSG00000137171.15,1860
ENSG00000112655.16,3213
ENSG00000112658.8,1527
ENSG00000112659.14,7554
ENSG00000112667.13,525
ENSG00000146216.13,3966
ENSG00000137204.14,1647
ENSG00000146215.13,615
ENSG00000171467.16,6840
ENSG00000124574.15,4395
ENSG00000137221.14,1644
ENSG00000204052.4,951
ENSG00000137207.12,1053
ENSG00000171453.20,1041
ENSG00000124571.18,3615
ENSG00000170734.12,2142
ENSG00000172432.19,1809
ENSG00000124688.13,825
ENSG00000172426.16,831
ENSG00000096080.11,591
ENSG00000112715.24,648
ENSG00000181577.16,729
ENSG00000180992.7,438
ENSG00000137216.19,2499
ENSG00000137225.13,2220
ENSG00000262179.3,255
ENSG00000112759.19,1371
ENSG00000096384.20,2175
ENSG00000157593.19,1299
ENSG00000146232.17,1503
ENSG00000146221.10,1506
ENSG00000124608.5,2958
ENSG00000249481.7,903
ENSG00000096401.8,2409
ENSG00000196284.17,987
ENSG00000112782.19,756
ENSG00000001561.7,1362
ENSG00000112796.10,1434
ENSG00000172348.14,594
ENSG00000146233.8,1410
ENSG00000153291.16,972
ENSG00000180113.16,6291
ENSG00000146070.17,1326
ENSG00000230062.5,756
ENSG00000112818.10,2241
ENSG00000069122.19,4041
ENSG00000153292.16,2733
ENSG00000146072.6,1968
ENSG00000198087.7,1920
ENSG00000164393.8,1929
ENSG00000153294.12,2088
ENSG00000124818.15,1065
ENSG00000244694.7,2541
ENSG00000146085.8,2253
ENSG00000031691.7,807
ENSG00000203972.10,867
ENSG00000197261.11,735
ENSG00000112077.17,1230
ENSG00000124490.14,732
ENSG00000096006.11,777
ENSG00000170950.6,1254
ENSG00000124812.15,750
ENSG00000214643.6,186
ENSG00000177684.4,210
ENSG00000214642.1,249
ENSG00000203970.4,204
ENSG00000180872.5,342
ENSG00000008197.5,1359
ENSG00000008196.13,1383
ENSG00000170927.15,12225
ENSG00000112115.7,468
ENSG00000112116.10,492
ENSG00000112118.20,2562
ENSG00000170915.9,1065
ENSG00000096093.16,1923
ENSG00000065308.5,1113
ENSG00000096092.6,300
ENSG00000244067.3,669
ENSG00000243955.6,669
ENSG00000182793.11,669
ENSG00000174156.15,669
ENSG00000170899.11,669
ENSG00000112144.15,1899
ENSG00000112146.16,1314
ENSG00000137270.11,1311
ENSG00000012660.14,900
ENSG00000001084.13,1914
ENSG00000124743.6,1905
ENSG00000137269.15,1575
ENSG00000146147.15,1377
ENSG00000137251.16,1431
ENSG00000168143.9,3036
ENSG00000137252.9,1335
ENSG00000187871.2,1185
ENSG00000146151.13,1023
ENSG00000112175.8,1365
ENSG00000124749.17,2874
ENSG00000151914.20,16614
ENSG00000151917.18,840
ENSG00000168116.14,2364
ENSG00000112200.17,1680
ENSG00000112208.11,636
ENSG00000112210.12,714
ENSG00000146143.19,1530
ENSG00000112232.9,1050
ENSG00000198225.5,327
ENSG00000146166.17,1530
ENSG00000112245.12,522
ENSG00000285976.2,135
ENSG00000118482.12,6120
ENSG00000188107.15,9435
ENSG00000135298.14,4569
ENSG00000168216.13,1623
ENSG00000082293.13,3429
ENSG00000112280.16,2766
ENSG00000082269.16,3960
ENSG00000154079.6,327
ENSG00000112305.15,1323
ENSG00000112309.11,972
ENSG00000119900.9,1356
ENSG00000079841.18,5079
ENSG00000185760.15,2799
ENSG00000243501.5,516
ENSG00000256980.5,387
ENSG00000135314.12,495
ENSG00000203909.4,351
ENSG00000203908.4,654
ENSG00000203907.9,450
ENSG00000080007.8,1947
ENSG00000164430.16,1569
ENSG00000135297.16,2154
ENSG00000156508.18,1389
ENSG00000119899.13,1488
ENSG00000156535.15,4338
ENSG00000111799.21,9192
ENSG00000112695.11,348
ENSG00000112697.17,1086
ENSG00000118407.15,3642
ENSG00000112701.18,3318
ENSG00000196586.16,3789
ENSG00000112706.12,2394
ENSG00000135312.7,1173
ENSG00000269964.3,1158
ENSG00000146243.14,783
ENSG00000146247.14,5466
ENSG00000118418.14,300
ENSG00000135338.14,2094
ENSG00000198478.8,324
ENSG00000118402.6,945
ENSG00000112742.10,2574
ENSG00000083123.15,1179
ENSG00000112773.16,1329
ENSG00000005700.15,4062
ENSG00000146242.9,1263
ENSG00000118420.17,1170
ENSG00000083097.14,7398
ENSG00000013375.16,1629
ENSG00000013392.8,879
ENSG00000065833.9,1719
ENSG00000146250.7,1242
ENSG00000065609.14,2724
ENSG00000203877.8,387
ENSG00000065615.14,1566
ENSG00000135324.6,618
ENSG00000135315.12,4212
ENSG00000112837.17,1824
ENSG00000135318.12,1725
ENSG00000135317.13,2841
ENSG00000135316.18,1872
ENSG00000168830.8,1098
ENSG00000135346.8,351
ENSG00000188994.13,8172
ENSG00000164411.12,672
ENSG00000111850.11,294
ENSG00000203872.7,990
ENSG00000272514.6,1869
ENSG00000213204.8,1869
ENSG00000164414.18,1014
ENSG00000146282.18,1737
ENSG00000135336.14,2139
ENSG00000135334.9,612
ENSG00000118434.9,885
ENSG00000118432.12,1419
ENSG00000111880.16,1794
ENSG00000146278.11,984
ENSG00000146281.6,1311
ENSG00000146276.12,1440
ENSG00000111886.11,1398
ENSG00000198833.7,957
ENSG00000025039.15,1203
ENSG00000135299.17,2169
ENSG00000083099.11,267
ENSG00000112159.12,16791
ENSG00000118412.12,5916
ENSG00000135355.4,1632
ENSG00000112182.15,2526
ENSG00000135341.18,1821
ENSG00000135333.14,2997
ENSG00000172469.16,1389
ENSG00000172461.11,1080
ENSG00000014123.10,2385
ENSG00000112214.10,855
ENSG00000112218.9,1260
ENSG00000123545.6,528
ENSG00000186231.17,1863
ENSG00000146263.11,3732
ENSG00000184486.10,1332
ENSG00000112234.9,1866
ENSG00000146267.12,1230
ENSG00000132423.12,1110
ENSG00000132424.16,2418
ENSG00000123552.17,2445
ENSG00000279170.2,294
ENSG00000112237.13,852
ENSG00000112238.12,2124
ENSG00000152034.11,1023
ENSG00000112246.10,2301
ENSG00000112249.14,6609
ENSG00000164418.20,2727
ENSG00000085382.12,2730
ENSG00000187772.8,753
ENSG00000112276.14,1083
ENSG00000132429.10,876
ENSG00000085377.14,2133
ENSG00000057657.17,2478
ENSG00000057663.16,828
ENSG00000112297.17,5172
ENSG00000130347.13,1191
ENSG00000130348.11,1587
ENSG00000272398.6,243
ENSG00000130349.10,723
ENSG00000178409.13,2487
ENSG00000164494.12,1200
ENSG00000112320.12,2622
ENSG00000146285.14,1245
ENSG00000025796.14,2283
ENSG00000081087.15,1005
ENSG00000112333.12,1158
ENSG00000112335.15,489
ENSG00000135537.17,1446
ENSG00000118689.15,2022
ENSG00000118690.13,2604
ENSG00000080546.13,1656
ENSG00000183137.14,1383
ENSG00000135535.17,594
ENSG00000185250.16,936
ENSG00000135587.9,1272
ENSG00000135596.18,3204
ENSG00000112365.5,2094
ENSG00000155085.15,5736
ENSG00000112367.11,2724
ENSG00000146360.8,1089
ENSG00000112290.13,1680
ENSG00000168438.15,1740
ENSG00000053328.8,1101
ENSG00000203797.11,1110
ENSG00000004809.14,1734
ENSG00000155111.15,1509
ENSG00000123505.18,1005
ENSG00000155115.7,642
ENSG00000197498.13,921
ENSG00000112394.17,1548
ENSG00000173214.7,1557
ENSG00000009413.16,9393
ENSG00000056972.20,1725
ENSG00000010810.17,1614
ENSG00000112761.21,1065
ENSG00000074935.14,1428
ENSG00000203778.8,243
ENSG00000112769.20,5451
ENSG00000251258.2,792
ENSG00000277443.3,999
ENSG00000196591.12,1467
ENSG00000249853.7,1041
ENSG00000111816.8,1518
ENSG00000178425.14,1368
ENSG00000123500.10,2043
ENSG00000187189.11,1245
ENSG00000189241.8,1314
ENSG00000111817.19,2877
ENSG00000188820.13,948
ENSG00000173626.10,546
ENSG00000178033.6,930
ENSG00000164451.13,945
ENSG00000111832.13,732
ENSG00000111834.13,2151
ENSG00000153975.10,1737
ENSG00000196911.11,1620
ENSG00000183807.8,489
ENSG00000173612.10,2781
ENSG00000185002.10,2787
ENSG00000170162.14,954
ENSG00000047936.10,7044
ENSG00000164465.19,1620
ENSG00000047932.14,1389
ENSG00000153989.8,882
ENSG00000196376.11,1227
