hgnc_symbol,Gene Length BP
USP17L2,1593
FAM86B1,891
DEFB130A,240
FAM86B2,993
LONRF1,2322
TRMT9B,1365
DLC1,4587
C8orf48,960
TUSC3,1047
MSR1,1356
FGF20,636
MICU3,1593
ZDHHC2,1104
CNOT7,858
VPS37A,1194
MTMR7,1983
SLC7A2,2094
PDGFRL,1128
MTUS1,1554
FGL1,939
PCM1,6075
ASAH1,1236
NAT1,873
NAT2,873
PSD3,1542
SH2D4A,1365
CSGALNACT1,1599
INTS10,2133
LPL,1428
SLC18A1,1578
ATP6V1B2,1536
LZTS1,1791
GFRA2,1395
DOK2,1239
XPO7,3264
NPM2,645
FGF17,651
DMTN,1218
FHIP2B,2232
NUDT18,972
HR,3570
REEP4,774
LGI3,1647
SFTPC,576
BMP1,2961
PHYHIP,993
POLR3D,1197
PIWIL2,2922
SLC39A14,1479
PPP3CC,1539
SORBS3,2016
PDLIM2,1809
,399
C8orf58,1098
CCAR2,2772
BIN3,762
EGR3,1164
PEBP4,684
RHOBTB2,2184
TNFRSF10B,1323
TNFRSF10C,780
TNFRSF10D,1161
TNFRSF10A,1407
CHMP7,1362
R3HCC1,1323
LOXL2,2325
ENTPD4,1851
SLC25A37,1017
NKX3-1,705
NKX2-6,906
STC1,744
ADAM28,2328
ADAMDEC1,1413
ADAM7,2265
NEFM,2751
NEFL,1632
DOCK5,5613
GNRH1,279
KCTD9,1170
CDCA2,3072
EBF2,1728
PPP2R2A,1344
BNIP3L,660
PNMA2,1095
DPYSL2,1719
ADRA1A,1401
STMN4,651
TRIM35,1482
PTK2B,3030
CHRNA2,1590
EPHX2,1668
CLU,1350
SCARA3,1821
CCDC25,627
ESCO2,1806
PBK,969
SCARA5,1488
NUGGC,2391
ELP3,1644
PNOC,531
ZNF395,1542
FBXO16,879
FZD3,2001
EXTL3,2760
INTS9,1977
HMBOX1,1263
KIF13B,5481
DUSP4,1185
SARAF,1020
LEPROTL1,396
MBOAT4,1308
DCTN6,573
RBPMS,591
GTF2E2,876
SMIM18,288
GSR,1569
UBXN8,813
PPP2CB,930
TEX15,9519
PURG,1044
WRN,4299
NRG1,1938
,189
FUT10,1440
MAK16,903
TTI2,1527
RNF122,468
DUSP26,636
UNC5D,2862
KCNU1,3450
ZNF703,1773
ERLIN2,1020
PLPBP,828
ADGRA2,4017
BRF2,1260
RAB11FIP1,3852
GOT1L1,1266
ADRB3,1227
EIF4EBP1,357
ASH2L,1887
STAR,858
LSM1,402
BAG4,1374
DDHD2,2136
PLPP5,795
NSD3,4314
LETM2,1335
FGFR1,2469
LINC03042,672
TACC1,1188
PLEKHA2,1278
HTRA4,1431
TM2D2,645
ADAM9,2460
ADAM32,2364
ADAM18,2220
ADAM2,2208
IDO1,1212
IDO2,1263
TCIM,321
ZMAT4,690
SFRP1,945
GOLGA7,414
GINS4,672
GPAT4,1371
ANK1,5646
KAT6A,6015
AP3M2,1257
PLAT,1689
IKBKB,2271
POLB,1008
DKK4,675
VDAC3,852
SLC20A2,1959
SMIM19,324
CHRNB3,1377
CHRNA6,1485
THAP1,642
RNF170,777
HOOK3,2157
FNTA,1140
POMK,1053
HGSNAT,1908
SPIDR,2748
CEBPD,810
PRKDC,12387
MCM4,2592
UBE2V2,438
CLXN,636
SNAI2,807
PPDPFL,246
SNTG1,1554
PXDNL,4392
PCMTD1,1074
ST18,3144
ALKAL1,390
RB1CC1,4785
OPRK1,1143
ATP6V1H,1452
RGS20,1167
TCEA1,906
LYPLA1,693
MRPL15,891
SOX17,1245
RP1,4251
XKR4,1953
TMEM68,774
TGS1,2562
LYN,1539
RPS20,360
MOS,1041
PLAG1,1503
CHCHD7,258
SDR16C5,930
PENK,804
BPNT2,1080
FAM110B,1113
UBXN2B,996
CYP7A1,1515
SDCBP,897
NSMAF,2754
TOX,1581
CA8,873
RAB2A,639
CHD7,8994
CLVS1,1065
ASPH,2277
NKAIN3,594
GGH,957
TTPA,837
YTHDF3,1767
BHLHE22,1146
CYP7B1,1521
ARMC1,849
MTFR1,1002
PDE7A,1371
DNAJC5B,600
TRIM55,1647
CRH,591
RRS1,1098
,768
ADHFE1,1404
VXN,624
MYBL1,2259
VCPIP1,3669
C8orf44,480
C8orf44-SGK3,1491
SGK3,1491
MCMDC2,2046
TCF24,504
PPP1R42,687
COPS5,1005
CSPP1,3666
ARFGEF1,5550
CPA6,1314
PREX2,4821
C8orf34,1617
SULF1,2616
SLCO5A1,2547
PRDM14,1716
NCOA2,4395
TRAM1,1125
LACTB2,867
XKR9,1122
EYA1,1779
MSC,621
TRPA1,3360
KCNB2,2736
TERF1,1320
SBSPON,795
C8orf89,486
RPL7,747
RDH10,1026
STAU2,1713
,486
UBE2W,543
ELOC,339
TMEM70,783
LY96,483
JPH1,1986
GDAP1,1077
PI15,777
CRISPLD1,1503
HNF4G,1227
ZFHX4,10851
PEX2,918
PKIA,231
ZC2HC1A,978
IL7,534
STMN2,540
HEY1,915
MRPS28,564
,837
TPD52,675
ZBTB10,2616
ZNF704,1239
PAG1,1299
FABP5,408
PMP2,399
FABP9,399
FABP4,399
FABP12,423
IMPA1,834
SLC10A5,1317
ZFAND1,807
CHMP4C,702
SNX16,1035
RALYL,915
LRRCC1,3099
E2F5,1041
RBIS,303
CA13,789
CA1,786
CA3,783
CA2,783
PSKH2,1158
ATP6V0D2,1053
SLC7A13,1413
WWP1,2769
RMDN1,945
CPNE3,1614
CNGB3,2430
CNBD1,1311
DCAF4L2,1188
MMP16,1824
RIPK2,1623
OSGIN2,1518
NBN,2265
DECR1,1008
CALB1,786
TMEM64,1143
NECAB1,1056
C8orf88,354
PIP4P2,774
OTUD6B,972
SLC26A7,1971
RUNX1T1,1815
TRIQK,261
CIBAR1,870
RBM12B,3006
TMEM67,2988
PDP1,1614
CDH17,2499
GEM,891
RAD54B,2733
FSBP,900
VIRMA,5439
ESRP1,2046
DPY19L4,2172
INTS8,2988
CCNE2,1215
TP53INP1,723
NDUFAF6,1002
PLEKHF2,750
CFAP418,624
GDF6,1368
UQCRB,336
MTERF3,1254
PTDSS1,1422
SDC2,606
CPQ,1419
TSPYL5,1254
MTDH,1749
LAPTM4B,681
MATN2,2871
RPL30,348
ERICH5,1125
RIDA,414
POP1,3075
NIPAL2,1152
KCNS2,1434
STK3,1476
OSR2,939
VPS13B,12069
COX6C,228
RGS22,3795
FBXO43,2127
POLR2K,177
SPAG1,2781
RNF19A,2517
ANKRD46,687
SNX31,1323
PABPC1,1911
YWHAZ,738
ZNF706,231
GRHL2,1878
NCALD,582
RRM2B,1056
UBR5,8400
ODF1,753
KLF10,1443
AZIN1,1347
ATP6V1C1,1149
BAALC,438
FZD6,2121
CTHRC1,732
SLC25A32,948
,795
DCAF13,1338
RIMS2,4050
DCSTAMP,1413
DPYS,1560
LRP12,2580
ZFPM2,3456
OXR1,2520
ABRA,1146
RSPO2,732
EIF3E,1338
EMC2,894
TMEM74,918
TRHR,1197
NUDCD1,1752
ENY2,306
PKHD1L1,12732
EBAG9,642
SYBU,1989
KCNV1,1503
CSMD3,11124
TRPS1,3885
EIF3H,1059
UTP23,750
RAD21,1896
AARD,468
SLC30A8,1110
MED30,537
EXT1,2241
SAMD12,486
TNFRSF11B,1206
COLEC10,834
MAL2,531
CCN3,1074
ENPP2,2748
TAF2,3600
DSCC1,1182
DEPTOR,1230
COL14A1,5391
MRPL13,537
MTBP,2715
SNTB1,1617
HAS2,1659
ZHX2,2514
DERL1,756
TBC1D31,3201
FAM83A,1305
C8orf76,1143
ZHX1-C8orf76,879
ZHX1,2622
ATAD2,4173
NTAQ1,618
FBXO32,1068
KLHL38,1746
ANXA13,1074
FAM91A1,2517
FER1L6,5574
TMEM65,723
TRMT12,1347
RNF139,1995
TATDN1,894
NDUFB9,540
MTSS1,2268
ZNF572,1590
SQLE,1725
WASHC5,3480
NSMCE2,744
TRIB1,1119
LRATD2,933
POU5F1B,1080
MYC,1365
GSDMC,1527
CYRIB,975
ASAP1,3390
ADCY8,3756
EFR3A,2466
OC90,1434
,2070
HHLA1,1704
KCNQ3,2619
DNAAF11,1401
TMEM71,699
PHF20L1,3054
TG,8307
SLA,831
CCN4,1104
NDRG1,1185
ST3GAL1,1023
ZFAT,3696
KHDRBS3,1041
FAM135B,4221
COL22A1,4881
KCNK9,1125
TRAPPC9,3447
CHRAC1,396
AGO2,2580
PTK2,3159
DENND3,3441
SLC45A4,2397
GPR20,1077
PTP4A3,522
C8orf90,579
TSNARE1,1542
ADGRB1,4755
ARC,1191
JRK,1707
PSCA,345
LY6K,498
THEM6,627
SLURP1,312
LYPD2,378
SLURP2,294
LYNX1-SLURP2,396
LYNX1,351
LY6D,387
GML,477
CYP11B1,1512
CYP11B2,1512
LY6E,396
LY6L,417
LY6H,423
GPIHBP1,555
ZFP41,597
,597
GLI4,1131
ZNF696,1125
TOP1MT,1806
RHPN1,2013
MAFA,1062
ZC3H3,2847
GSDMD,1455
MROH6,2160
NAPRT,1617
EEF1D,1944
TIGD5,1929
PYCR3,861
GFUS,966
ZNF623,1611
ZNF707,1116
CCDC166,1320
MAPK15,1635
FAM83H,3540
PUF60,1680
NRBP2,1506
EPPK1,15267
PLEC,14055
PARP10,3078
GRINA,1116
SPATC1,1776
OPLAH,3867
EXOSC4,738
GPAA1,1866
CYC1,978
SHARPIN,1164
MAF1,771
WDR97,4869
HGH1,1173
MROH1,4926
BOP1,2241
SCX,606
HSF1,1590
DGAT1,1467
SCRT1,1047
TMEM249,708
FBXL6,1620
SLC52A2,1338
ADCK5,1743
CPSF1,4332
SLC39A4,1944
VPS28,666
TONSL,4137
ZFTRAF1,1089
KIFC2,2517
FOXH1,1098
PPP1R16A,1587
GPT,1491
MFSD3,1239
RECQL4,3627
LRRC14,1482
LRRC24,1542
C8orf82,651
ARHGAP39,3252
ZNF251,2016
ZNF34,1683
RPL8,774
ZNF517,1479
ZNF7,2061
COMMD5,675
ZNF250,1683
ZNF16,2049
C8orf33,690
,909
,2760
,381
,2352
,1656
,723
,522
,177
,420
,399
TPTE,1656
POTED,1755
LIPI,1446
RBM11,846
HSPA13,1416
SAMSN1,1122
NRIP1,3477
USP25,3168
CXADR,1098
BTG3,759
C21orf91,894
CHODL,822
TMPRSS15,3060
NCAM2,2514
MRPL39,1017
JAM2,897
ATP5PF,327
GABPA,1365
APP,2313
CYYR1,468
ADAMTS1,2904
ADAMTS5,2793
N6AMT1,645
LTN1,5439
RWDD2B,960
USP16,2472
CCT8,1647
MAP3K7CL,429
BACH1,2211
GRIK1,2718
CLDN17,675
CLDN8,678
KRTAP24-1,765
KRTAP25-1,309
KRTAP26-1,633
KRTAP27-1,624
KRTAP23-1,198
KRTAP13-2,528
KRTAP13-1,519
KRTAP13-3,519
KRTAP13-4,483
KRTAP15-1,414
KRTAP19-1,273
KRTAP19-2,159
KRTAP19-3,246
KRTAP19-4,255
KRTAP19-5,219
KRTAP19-6,177
KRTAP19-7,192
KRTAP22-2,138
KRTAP6-3,333
KRTAP6-2,189
KRTAP22-1,147
KRTAP6-1,216
KRTAP20-1,171
KRTAP20-4,135
KRTAP20-2,198
KRTAP20-3,135
KRTAP21-3,177
KRTAP21-2,252
KRTAP21-1,240
KRTAP8-1,192
KRTAP7-1,264
KRTAP11-1,492
KRTAP19-8,192
TIAM1,4776
SOD1,465
SCAF4,3444
HUNK,2145
MIS18A,702
MRAP,519
URB1,6816
EVA1C,1326
TCP10L,648
CFAP298,873
SYNJ1,4839
PAXBP1,2754
C21orf62,660
OLIG2,972
OLIG1,816
IFNAR2,1548
IL10RB,978
IFNAR1,1674
IFNGR2,1014
TMEM50B,477
DNAJC28,1167
GART,3033
SON,7281
DONSON,1701
ITSN1,5166
ATP5PO,642
SLC5A3,2157
MRPS6,378
KCNE2,372
SMIM11,177
C21orf140,756
SMIM34,420
KCNE1,390
RCAN1,594
CLIC6,2061
RUNX1,1443
SETD4,1323
CBR1,834
CBR3,834
DOP1B,6897
CHAF1B,1680
CLDN14,720
SIM2,2004
HLCS,2181
RIPPLY3,573
PIGP,405
TTC3,6078
VPS26C,894
DYRK1A,2265
KCNJ6,1272
KCNJ15,1128
ERG,1440
ETS2,1410
PSMG1,867
BRWD1,6963
HMGN1,303
GET1,525
GET1-SH3BGR,822
LCA5L,2013
SH3BGR,720
B3GALT5,933
IGSF5,1224
PCP4,189
DSCAM,6039
BACE2,1557
FAM3B,708
MX2,2148
MX1,1989
TMPRSS2,1479
RIPK4,2355
PRDM15,4524
C2CD2,2091
ZBTB21,3201
UMODL1,4341
ABCG1,2001
TFF3,285
TFF2,390
TFF1,255
TMPRSS3,1365
UBASH3A,1872
RSPH1,930
SLC37A1,1602
PDE9A,1782
WDR4,1239
NDUFV3,327
PKNOX1,1311
CBS,1656
U2AF1,723
CRYAA,522
SIK1,2352
HSF2BP,1005
H2BC12L,381
RRP1B,2277
PDXK,939
CSTB,297
RRP1,1386
,123
AGPAT3,1131
TRAPPC10,3780
PWP2,2760
GATD3,807
ICOSLG,909
DNMT3L,1164
AIRE,1638
PFKL,2343
CFAP410,771
TRPM2,4512
LRRC3,774
TSPEAR,2010
KRTAP10-1,849
KRTAP10-2,768
KRTAP10-3,666
KRTAP10-4,1206
KRTAP10-5,816
KRTAP10-6,1098
KRTAP10-7,1113
KRTAP10-8,780
KRTAP10-9,879
KRTAP10-10,756
KRTAP10-11,897
KRTAP12-4,339
KRTAP12-3,291
KRTAP12-2,441
KRTAP12-1,291
KRTAP10-12,738
UBE2G2,498
SUMO3,312
PTTG1IP,543
ITGB2,2310
SLX9,648
ADARB1,2106
POFUT2,1290
COL18A1,4560
SLC19A1,1776
PCBP3,1116
COL6A1,3087
COL6A2,3060
FTCD,1626
SPATC1L,1023
LSS,2199
MCM3AP,5943
YBEY,504
C21orf58,969
PCNT,10011
,204
DIP2A,4716
S100B,279
PRMT2,1302
DUSP22,555
IRF4,1356
EXOC2,2775
HUS1B,837
FOXQ1,1212
FOXF2,1335
FOXC1,1662
GMDS,1119
MYLK4,1167
WRNIP1,1998
SERPINB1,1140
SERPINB9,1131
SERPINB6,1131
NQO2,696
RIPK1,2016
BPHL,876
TUBB2A,1338
TUBB2B,1338
PSMG4,372
SLC22A23,2061
PXDC1,696
FAM50B,978
PRPF4B,3024
FAM217A,1527
TEX56P,423
ECI2,1095
CDYL,1635
RPP40,1092
LYRM4,276
FARS2,1356
NRN1,429
F13A1,2199
LY86,489
RREB1,5229
SSR1,861
CAGE1,1926
RIOK1,1707
DSP,8616
SNRNP48,1020
BMP6,1542
TXNDC5,1299
BLOC1S5,564
EEF1E1-BLOC1S5,456
EEF1E1,525
SLC35B3,1206
TFAP2A,1296
GCNT2,1209
C6orf52,459
PAK1IP1,1179
TMEM14C,339
,129
TMEM14B,345
MAK,1872
GCM2,1521
SYCP2L,2439
ELOVL2,891
SMIM13,276
ERVFRD-1,1617
NEDD9,2505
TMEM170B,399
ADTRP,693
HIVEP1,8157
EDN1,639
PHACTR1,1743
TBC1D7,882
GFOD1,1173
SIRT5,933
NOL7,774
RANBP9,2190
MCUR1,1080
RNF182,744
CD83,618
JARID2,3741
DTNBP1,1056
MYLIP,1338
GMPR,1038
ATXN1,2448
STMND1,831
RBM24,711
CAP2,1434
FAM8A1,1242
NUP153,4428
KIF13A,5418
NHLRC1,1188
TPMT,738
KDM1B,2472
DEK,1128
RNF144B,912
ID4,486
MBOAT1,1488
E2F3,1398
CDKAL1,1740
SOX4,1425
PRL,684
HDGFL1,756
NRSN1,588
DCDC2,1431
KAAG1,255
MRS2,1332
GPLD1,2523
ALDH5A1,1647
KIAA0319,3219
TDP2,1089
ACOT13,423
C6orf62,690
GMNN,630
RIPOR2,3207
CARMIL1,4116
SCGN,831
H2AC1,396
H2BC1,384
SLC17A4,1494
SLC17A1,1404
SLC17A3,1497
SLC17A2,1437
TRIM38,1398
H1-1,648
H3C1,411
H4C1,312
H4C2,312
H3C2,411
H2AC4,393
H2BC3,381
H3C3,411
H1-2,642
HFE,1047
H4C3,312
H1-6,624
H2BC4,381
H2AC6,393
H1-4,660
H2BC5,381
H2BC6,381
H4C4,312
,510
H3C4,411
H2AC7,393
H2BC7,381
H4C5,312
H2BC8,381
H2AC8,393
H3C6,411
H1-3,666
H4C6,312
H4C7,297
H3C7,411
H2BC9,381
H3C8,411
H2BC10,381
H4C8,312
BTN3A2,1005
BTN2A2,1572
BTN3A1,1542
BTN3A3,1755
BTN2A1,1584
BTN1A1,1581
HMGN4,273
ABT1,819
ZNF322,1209
H2BC11,381
H2AC11,393
H4C9,312
H2BC12,381
H2AC12,387
PRSS16,1545
POM121L2,3108
ZNF391,1077
ZNF184,2256
H2BC13,381
H2AC13,393
H3C10,411
H2AC14,387
H2BC14,381
H4C11,312
H4C12,312
H2BC15,381
H2AC15,393
H2AC16,393
H1-5,681
H3C11,411
H4C13,312
H3C12,411
H2AC17,393
H2BC17,381
OR2B2,1074
OR2B6,942
ZNF165,1458
ZSCAN16,1047
ZKSCAN8,1737
ZSCAN9,1185
ZKSCAN4,1638
NKAPL,1209
,255
ZSCAN26,1437
PGBD1,2430
ZSCAN31,1221
ZKSCAN3,1617
ZSCAN12,1815
ZSCAN23,1170
GPX6,666
GPX5,666
ZBED9,3978
TRIM27,1542
ZNF311,2001
OR2W1,963
OR2B3,942
OR2J1,939
OR2J3,936
OR2J2,939
OR14J1,966
OR5V1,966
OR12D3,951
OR12D2,924
OR11A1,948
OR10C1,939
OR2H1,951
MAS1L,1137
OR2I1P,948
UBD,498
OR2H2,939
GABBR1,2886
MOG,759
ZFP57,1611
HLA-F,1329
HLA-G,1017
HLA-A,1098
POLR1H,381
PPP1R11,381
RNF39,1263
TRIM31,1278
TRIM40,690
TRIM10,1446
TRIM15,1398
TRIM26,1620
TRIM39,1467
TRIM39-RPP21,1512
RPP21,465
HLA-E,1077
GNL1,1824
PRR3,567
ABCF1,2538
PPP1R10,2823
MRPS18B,777
ATAT1,1002
C6orf136,948
DHX16,3126
PPP1R18,1842
NRM,789
MDC1,6270
TUBB,1335
FLOT1,1284
IER3,471
DDR1,2631
GTF2H4,1389
VARS2,3192
SFTA2,237
MUC21,1701
MUC22,5322
C6orf15,978
PSORS1C1,459
CDSN,1590
PSORS1C2,411
CCHCR1,2349
TCF19,1038
POU5F1,1083
HLA-C,1101
HLA-B,1089
MICA,999
MICB,1152
MCCD1,360
DDX39B,1287
ATP6V1G2-DDX39B,300
ATP6V1G2,357
NFKBIL1,1146
LTA,618
TNF,702
LTB,735
LST1,294
NCR3,606
AIF1,444
PRRC2A,6474
BAG6,3381
APOM,567
C6orf47,885
GPANK1,1071
CSNK2B,648
,687
LY6G5B,606
LY6G5C,453
ABHD16A,1677
,192
LY6G6F,894
LY6G6F-LY6G6D,1149
LY6G6E,378
LY6G6D,402
LY6G6C,378
MPIG6B,726
DDAH2,858
CLIC1,726
MSH5,2505
MSH5-SAPCD1,2556
SAPCD1,537
VARS1,3795
LSM2,288
HSPA1L,1926
HSPA1A,1926
HSPA1B,1926
NEU1,1248
SLC44A4,2133
EHMT2,3633
ZBTB12,1380
,3801
C2,2259
CFB,2295
NELFE,1143
SKIC2,3741
DXO,1191
STK19,1107
C4A,5235
C4B,5235
CYP21A2,1488
TNXB,13476
ATF6B,2112
FKBPL,1050
PRRT1,921
PPT2,927
PPT2-EGFL8,906
EGFL8,882
AGPAT1,852
RNF5,543
AGER,1215
PBX2,1293
GPSM3,483
NOTCH4,6012
TSBP1,1692
HLA-DRA,765
HLA-DRB5,801
HLA-DRB1,801
HLA-DQA1,768
HLA-DQB1,786
HLA-DQA2,768
HLA-DQB2,684
HLA-DOB,822
TAP2,1962
PSMB8,831
TAP1,2427
PSMB9,660
HLA-DMB,792
HLA-DMA,786
BRD2,2406
HLA-DOA,753
HLA-DPA1,783
HLA-DPB1,777
RXRB,1602
SLC39A7,1410
HSD17B8,786
RING1,1221
VPS52,2172
RPS18,459
B3GALT4,1137
WDR46,1833
PFDN6,390
RGL2,2334
TAPBP,1515
ZBTB22,1905
DAXX,2223
,240
KIFC1,2022
PHF1,1704
CUTA,471
SYNGAP1,4032
ZBTB9,1422
BAK1,636
ITPR3,8016
UQCC2,381
IP6K3,1233
LEMD2,1512
MLN,348
GRM4,2739
HMGA1,324
SMIM29,309
NUDT3,519
RPS10-NUDT3,876
RPS10,498
PACSIN1,1335
SPDEF,1008
ILRUN,897
SNRPC,480
BLTP3A,4323
TAF11,636
ANKS1A,3405
TCP11,1326
SCUBE3,2982
ZNF76,1713
DEF6,1896
PPARD,1326
FANCE,1611
RPL10A,654
TEAD3,1308
TULP1,1629
FKBP5,1374
ARMC12,1104
CLPSL2,303
CLPSL1,366
CLPS,339
LHFPL5,660
SRPK1,1968
SLC26A8,2913
MAPK14,1083
MAPK13,1098
BRPF3,3618
BNIP5,1959
ETV7,1026
PXT1,405
KCTD20,1260
STK38,1398
SRSF3,495
CDKN1A,495
RAB44,3066
CPNE5,1782
PPIL1,501
C6orf89,1065
PI16,1392
MTCH1,1119
FGD2,1968
PIM1,942
TMEM217,690
TMEM217B,513
TBC1D22B,1518
RNF8,1458
CMTR1,2508
CCDC167,294
MDGA1,2868
ZFAND3,684
BTBD9,1839
GLO1,555
GLP1R,1392
SAYSD1,552
KCNK5,1500
KCNK17,999
KCNK16,885
KIF6,2445
DAAM2,3204
MOCS1,1911
LRFN2,2370
UNC5CL,1557
TSPO2,513
APOBEC2,675
OARD1,459
NFYA,1044
TREML1,936
TREM2,693
TREML2,966
TREML4,603
TREM1,705
NCR2,831
FOXP4,2004
TFEB,1431
PGC,1167
FRS3,1479
PRICKLE4,1155
,1155
TOMM6,225
MED20,639
BYSL,1314
CCND3,879
TAF8,933
C6orf132,3567
GUCA1A,606
GUCA1B,603
MRPS10,606
TRERF1,3603
UBR2,5268
PRPH2,1041
TBCC,1041
BICRAL,3240
RPL7L1,768
C6orf226,306
PTCRA,846
CNPY3,837
GNMT,888
PEX6,2943
PPP2R5D,1809
MEA1,519
KLHDC3,1149
RRP36,780
CUL7,5097
MRPL2,918
KLC4,1860
PTK7,3213
SRF,1527
CUL9,7554
DNPH1,525
TTBK1,3966
SLC22A7,1647
CRIP3,615
ZNF318,6840
ABCC10,4395
TJAP1,1644
LRRC73,951
YIPF3,1053
POLR1C,1041
XPO5,3615
POLH,2142
GTPBP2,1809
MAD2L1BP,825
RSPH9,831
MRPS18A,591
VEGFA,648
LINC03040,729
MRPL14,438
TMEM63B,2499
CAPN11,2220
MYMX,255
SLC29A1,1371
HSP90AB1,2175
SLC35B2,1299
NFKBIE,1503
TCTE1,1506
AARS2,2958
SPATS1,903
CDC5L,2409
SUPT3H,987
CLIC5,756
ENPP4,1362
ENPP5,1434
RCAN2,594
CYP39A1,1410
SLC25A27,972
TDRD6,6291
PLA2G7,1326
ANKRD66,756
MEP1A,2241
ADGRF5,4041
ADGRF1,2733
TNFRSF21,1968
CD2AP,1920
ADGRF2,1929
ADGRF4,2088
OPN5,1065
PTCHD4,2541
MMUT,2253
CENPQ,807
GLYATL3,867
C6orf141,735
RHAG,1230
CRISP2,732
CRISP3,777
PGK2,1254
CRISP1,750
DEFB133,186
DEFB114,210
DEFB113,249
DEFB110,204
DEFB112,342
TFAP2D,1359
TFAP2B,1383
PKHD1,12225
IL17A,468
IL17F,492
MCM3,2562
PAQR8,1065
EFHC1,1923
TRAM2,1113
TMEM14A,300
GSTA2,669
GSTA1,669
GSTA5,669
GSTA3,669
GSTA4,669
CILK1,1899
FBXO9,1314
GCM1,1311
ELOVL5,900
GCLC,1914
KLHL31,1905
LRRC1,1575
MLIP,1377
TINAG,1431
FAM83B,3036
HCRTR2,1335
GFRAL,1185
HMGCLL1,1023
BMP5,1365
COL21A1,2874
DST,16614
BEND6,840
KIAA1586,2364
ZNF451,1680
BAG2,636
RAB23,714
PRIM2,1530
KHDRBS2,1050
FKBP1C,327
LGSN,1530
PTP4A1,522
,135
PHF3,6120
EYS,9435
ADGRB3,4569
LMBRD1,1623
COL19A1,3429
COL9A1,2766
FAM135A,3960
SDHAF4,327
SMAP1,1323
B3GAT2,972
OGFRL1,1356
RIMS1,5079
KCNQ5,2799
,516
KHDC1L,387
KHDC1,495
DPPA5,351
KHDC3L,654
OOEP,450
DDX43,1947
CGAS,1569
MTO1,2154
EEF1A1,1389
SLC17A5,1488
CD109,4338
COL12A1,9192
COX7A2,348
TMEM30A,1086
FILIP1,3642
SENP6,3318
MYO6,3789
IMPG1,2394
HTR1B,1173
MEI4,1158
IRAK1BP1,783
PHIP,5466
HMGN3,300
LCA5,2094
SH3BGRL2,324
ELOVL4,945
TTK,2574
BCKDHB,1179
TENT5A,1329
IBTK,4062
TPBG,1263
UBE3D,1170
DOP1A,7398
PGM3,1629
RWDD2A,879
ME1,1719
PRSS35,1242
SNAP91,2724
RIPPLY2,387
CYB5R4,1566
MRAP2,618
CEP162,4212
TBX18,1824
NT5E,1725
SNX14,2841
SYNCRIP,1872
HTR1E,1098
CGA,351
ZNF292,8172
GJB7,672
SMIM8,294
C6orf163,990
CFAP206,1869
,1869
SLC35A1,1014
RARS2,1737
ORC3,2139
AKIRIN2,612
SPACA1,885
CNR1,1419
RNGTT,1794
PNRC1,984
PM20D2,1311
GABRR1,1440
GABRR2,1398
UBE2J1,957
RRAGD,1203
ANKRD6,2169
LYRM2,267
MDN1,16791
CASP8AP2,5916
GJA10,1632
BACH2,2526
MAP3K7,1821
EPHA7,2997
MANEA,1389
FUT9,1080
UFL1,2385
FHL5,855
GPR63,1260
NDUFAF4,528
KLHL32,1863
MMS22L,3732
POU3F2,1332
FBXL4,1866
FAXC,1230
COQ3,1110
PNISR,2418
USP45,2445
TSTD3,294
CCNC,852
PRDM13,2124
MCHR2,1023
SIM1,2301
ASCC3,6609
GRIK2,2727
HACE1,2730
LIN28B,753
BVES,1083
POPDC3,876
PREP,2133
PRDM1,2478
ATG5,828
CRYBG1,5172
RTN4IP1,1191
QRSL1,1587
CD24,243
MTRES1,723
BEND3,2487
PDSS2,1200
SOBP,2622
SCML4,1245
SEC63,2283
OSTM1,1005
NR2E1,1158
SNX3,489
AFG1L,1446
FOXO3,2022
ARMC2,2604
SESN1,1656
CEP57L1,1383
CD164,594
PPIL6,936
SMPD2,1272
MICAL1,3204
ZBTB24,2094
AK9,5736
FIG4,2724
GPR6,1089
WASF1,1680
CDC40,1740
METTL24,1101
DDO,1110
SLC22A16,1734
CDK19,1509
AMD1,1005
GTF3C6,642
RPF2,921
SLC16A10,1548
MFSD4B,1557
REV3L,9393
TRAF3IP2,1725
FYN,1614
CCN6,1065
TUBE1,1428
FAM229B,243
LAMA4,5451
RFPL4B,792
MARCKS,999
HDAC2,1467
HS3ST5,1041
FRK,1518
NT5DC1,1368
COL10A1,2043
TSPYL4,1245
TSPYL1,1314
DSE,2877
CALHM6,948
TRAPPC3L,546
CALHM5,930
CALHM4,945
RWDD1,732
RSPH4A,2151
ZUP1,1737
KPNA5,1620
FAM162B,489
GPRC6A,2781
RFX6,2787
VGLL2,954
ROS1,7044
DCBLD1,1620
GOPC,1389
NUS1,882
SLC35F1,1227
CEP85L,2418
PLN,159
MCM9,3432
ASF1A,615
FAM184A,3423
MAN1A1,1962
TBC1D32,3897
GJA1,1149
HSF2,1611
SERINC1,1362
PKIB,237
FABP7,399
SMPDL3A,1362
CLVS2,984
TRDN,2190
NKAIN2,627
RNF217,1629
TPD52L1,615
HDDC2,615
HEY2,1014
NCOA7,2829
HINT3,549
TRMT11,1392
CENPW,267
RSPO3,819
RNF146,1077
KIAA0408,2085
,2844
C6orf58,993
THEMIS,1926
PTPRK,4323
LAMA2,9369
ARHGAP18,1992
TMEM244,387
L3MBTL3,2343
SAMD3,1563
TMEM200A,1476
SMLR1,324
EPB41L2,3018
AKAP7,1047
